Timestamp,Have you ever worked remotely (Please exit if No),Age,Gender,Job_Role,Industry,Years_Experience,Work_Location,Hours_Per_Week,Virtual_Meetings_per_week,Work_Life_Balance,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resource,Productivity_Change_Rating,Social_Isolation_Rating,Satisfaction_Level,Company_Support_Rating,Sleep_Quality_Rating,Region
10/01/2025 15:51,Yes,40 - 49,Male,Aluminum ,Health,1-3 years,Hybrid,50+,0-9,Two,Low,Bipolar Disorder,Yes,Decrease,Two,Satisfied,One,Good,Europe
07/01/2025 09:15,Yes,40 - 49,Male,Law Practice ,Oil & Gas,More than 10 years,Remote,30-39,30+,Four,Low,Anxiety,No,Decrease,One,Satisfied,Five,Average,South America
04/02/2025 12:29,Yes,20 - 29,Prefer not to say,Process Engineer,Legal ,Less than 1 year,Hybrid,30-39,Oct-19,Three,Low,Bipolar Disorder,Yes,Increase,One,Very Satisfied,Four,Average,Asia
27/01/2025 05:07,Yes,40 - 49,Male,Product Owner ,Oil & Gas,4-6 years,Hybrid,40-49,0-9,Five,Low,Depression,No,No Change,Four,Dissatisfied,One,Good,Oceania
25/01/2025 18:28,Yes,20 - 29,Male,Process Engineer ,Oil & Gas,More than 10 years,On-site,40-49,Oct-19,Four,High,Anxiety,No,Increase,One,Very Satisfied,Four,Average,Asia
02/01/2025 17:24,Yes,30 - 39,Prefer not to say,Business Analyst,Consulting,Less than 1 year,Hybrid,30-39,30+,Two,Medium,Anxiety,No,No Change,Three,Neutral,Three,Average,Africa
03/01/2025 19:34,Yes,60+,Prefer not to say,HSE Officer ,IT,Less than 1 year,On-site,20-29,Oct-19,Five,High,Bipolar Disorder,No,No Change,Three,Very Satisfied,Three,Good,North America
19/01/2025 21:13,Yes,20 - 29,Non-Binary,Accountant,Self employed ,1-3 years,Remote,30-39,Oct-19,Three,Medium,Anxiety,No,No Change,One,Satisfied,Three,Average,Europe
14/01/2025 12:08,Yes,60+,Female,Compliance Analyst,Oil & Gas,4-6 years,On-site,40-49,0-9,Five,Medium,Anxiety,No,No Change,Three,Dissatisfied,Two,Poor,Europe
12/02/2025 19:10,Yes,60+,Prefer not to say,Customer Service ,Oil & Gas,1-3 years,Remote,30-39,0-9,Five,Low,Anxiety,Yes,Decrease,Four,Neutral,One,Poor,Europe
28/01/2025 23:47,Yes,30 - 39,Male,CEO,Engineering,4-6 years,Remote,50+,30+,Four,Low,Depression,No,Increase,Two,Neutral,Four,Poor,South America
30/01/2025 23:40,Yes,20 - 29,Female,Virtual Assistant ,Gaming,Less than 1 year,On-site,40-49,Oct-19,Two,High,Burnout,Yes,Increase,Four,Satisfied,One,Poor,Europe
14/01/2025 08:38,Yes,60+,Male,Financial Analyst,Technology ,7-10 years,Remote,30-39,20-29,Five,Medium,Depression,Yes,Decrease,Four,Dissatisfied,One,Good,Europe
29/01/2025 10:50,Yes,20 - 29,Female,Lecturing,Software ,1-3 years,Remote,40-49,Oct-19,Five,Low,Burnout,No,No Change,Two,Very Satisfied,Three,Average,South America
14/02/2025 22:02,Yes,50 - 59,Female,Midwife,Oil & Gas,4-6 years,Remote,30-39,Oct-19,Two,Medium,Anxiety,Yes,No Change,Five,Satisfied,Two,Average,Europe
24/01/2025 03:49,Yes,20 - 29,Non-Binary,Physiotherapist ,Education,7-10 years,Hybrid,40-49,30+,Three,Medium,Depression,Yes,Decrease,Five,Neutral,Three,Excellent,North America
04/02/2025 10:40,Yes,30 - 39,Female,Process Engineer,Oil & Gas,7-10 years,Remote,40-49,20-29,Three,Low,Bipolar Disorder,Yes,Increase,Five,Very Satisfied,One,Good,Oceania
22/01/2025 20:31,Yes,20 - 29,Non-Binary,Psychiatrist ,Engineering,4-6 years,Remote,40-49,20-29,Four,High,None,Yes,Decrease,One,Very Satisfied,Three,Good,South America
07/02/2025 22:06,Yes,30 - 39,Female,Project Manager,Consulting,7-10 years,On-site,40-49,30+,One,Medium,Bipolar Disorder,No,Decrease,Four,Satisfied,Three,Poor,North America
25/01/2025 09:30,Yes,40 - 49,Male,Accountant,IT,Less than 1 year,Hybrid,50+,30+,Five,High,None,No,Increase,Two,Dissatisfied,Two,Average,Asia
08/01/2025 05:42,Yes,50 - 59,Male,Administrator,Supply Chain ,More than 10 years,Hybrid,20-29,Oct-19,Two,Medium,None,No,Decrease,Three,Satisfied,Five,Poor,Oceania
07/01/2025 21:12,Yes,40 - 49,Male,Communicator,Publishing ,7-10 years,Remote,20-29,Oct-19,Two,Medium,Depression,No,No Change,Three,Neutral,Two,Average,Europe
26/01/2025 15:45,Yes,20 - 29,Non-Binary,Sales,Oil & Gas,7-10 years,Hybrid,50+,30+,Three,Low,Bipolar Disorder,Yes,Decrease,Five,Dissatisfied,Five,Excellent,Africa
09/01/2025 15:18,Yes,50 - 59,Female,Sales,Gaming,1-3 years,On-site,30-39,Oct-19,One,Low,Burnout,No,Decrease,Two,Neutral,One,Poor,Europe
04/02/2025 00:39,Yes,50 - 59,Female,Manager,Oil & Gas,1-3 years,On-site,30-39,Oct-19,Four,Low,Bipolar Disorder,Yes,No Change,One,Dissatisfied,Four,Excellent,Europe
27/01/2025 20:48,Yes,50 - 59,Female,Business Analyst,Security ,4-6 years,On-site,30-39,Oct-19,Four,Low,Anxiety,Yes,Increase,Five,Dissatisfied,Three,Excellent,North America
11/02/2025 22:15,Yes,40 - 49,Prefer not to say,Software Engineer,Gambling Data,Less than 1 year,On-site,20-29,0-9,One,Low,Burnout,Yes,No Change,Four,Very Satisfied,Five,Good,South America
31/01/2025 12:45,Yes,40 - 49,Female,Journalist ,Supply Chain ,Less than 1 year,On-site,40-49,0-9,Five,High,Depression,Yes,Increase,Four,Very Satisfied,Two,Good,North America
01/02/2025 22:01,Yes,20 - 29,Non-Binary,Software Engineer,Oil & Gas,7-10 years,Hybrid,40-49,30+,Two,High,Bipolar Disorder,Yes,Decrease,Four,Dissatisfied,Four,Poor,Oceania
01/02/2025 12:51,Yes,60+,Female,Process Engineer,NGO,More than 10 years,Hybrid,30-39,20-29,Four,Medium,Bipolar Disorder,No,No Change,Two,Very Satisfied,Five,Poor,Oceania
10/02/2025 13:36,Yes,50 - 59,Male,Hospitality ,Finance,7-10 years,On-site,30-39,0-9,One,Low,Depression,Yes,Decrease,Four,Satisfied,One,Excellent,North America
08/02/2025 01:22,Yes,40 - 49,Non-Binary,Product Owner ,Software ,7-10 years,Remote,20-29,0-9,Three,Low,Burnout,No,Increase,Five,Very Satisfied,Three,Good,Asia
09/02/2025 20:49,Yes,30 - 39,Male,Law Practice ,Oil & Gas,More than 10 years,Hybrid,30-39,0-9,Five,Medium,Depression,Yes,Decrease,Two,Neutral,Five,Good,Africa
03/02/2025 03:08,Yes,40 - 49,Prefer not to say,Banking ,Writing ,1-3 years,On-site,30-39,20-29,Four,High,Depression,Yes,Increase,Four,Satisfied,One,Average,Europe
14/02/2025 11:38,Yes,30 - 39,Male,Financial Analyst,NGO,Less than 1 year,Hybrid,20-29,30+,One,High,Burnout,No,No Change,Three,Satisfied,Four,Excellent,Oceania
13/02/2025 21:53,Yes,50 - 59,Prefer not to say,IT Support,Oil & Gas,4-6 years,Hybrid,50+,Oct-19,Four,Low,Burnout,Yes,Decrease,Two,Very Satisfied,Three,Poor,Europe
08/01/2025 15:00,Yes,60+,Non-Binary,Business Analyst,Security ,7-10 years,On-site,30-39,0-9,Four,High,None,Yes,No Change,Four,Satisfied,Three,Average,Europe
05/01/2025 11:14,Yes,50 - 59,Male,Marine Planner ,Oil & Gas,Less than 1 year,On-site,20-29,0-9,One,Medium,Depression,Yes,Decrease,Five,Dissatisfied,Three,Poor,Europe
26/01/2025 21:41,Yes,30 - 39,Non-Binary,Virtual Assistant ,Health,4-6 years,On-site,30-39,30+,Two,Low,Burnout,No,Decrease,Four,Satisfied,Three,Poor,Africa
04/02/2025 15:54,Yes,60+,Female,Marine Planner ,Legal ,More than 10 years,Remote,40-49,30+,Five,High,Burnout,No,Decrease,One,Very Satisfied,Five,Excellent,Europe
17/01/2025 07:00,Yes,50 - 59,Female,PCC,Oil & Gas,More than 10 years,Hybrid,20-29,Oct-19,Four,Medium,Depression,No,Decrease,One,Satisfied,One,Good,North America
09/01/2025 00:52,Yes,30 - 39,Prefer not to say,Virtual Assistant ,Manufacturing,More than 10 years,On-site,30-39,20-29,Five,Low,None,Yes,Decrease,Four,Neutral,One,Excellent,North America
03/01/2025 05:15,Yes,20 - 29,Non-Binary,Consultant,Health,4-6 years,Hybrid,20-29,Oct-19,Three,Low,None,Yes,Increase,Three,Neutral,Four,Average,Europe
16/01/2025 12:35,Yes,50 - 59,Non-Binary,Writer,Oil & Gas,4-6 years,On-site,20-29,20-29,Four,High,Depression,Yes,Decrease,Four,Satisfied,One,Excellent,Oceania
09/02/2025 01:14,Yes,60+,Non-Binary,Administrator,Oil & Gas,1-3 years,On-site,20-29,30+,Four,Low,None,No,No Change,Four,Very Satisfied,Three,Excellent,Europe
02/02/2025 20:53,Yes,20 - 29,Female,Customer Service ,Oil & Gas,More than 10 years,Remote,30-39,0-9,Two,Low,Bipolar Disorder,No,No Change,Five,Very Satisfied,Five,Excellent,Europe
30/01/2025 22:14,Yes,60+,Non-Binary,Administrator,Media,1-3 years,Hybrid,30-39,Oct-19,Three,High,None,Yes,Increase,Two,Satisfied,One,Poor,North America
03/02/2025 08:25,Yes,30 - 39,Prefer not to say,Customer Service ,NGO,1-3 years,On-site,20-29,Oct-19,Three,Low,Anxiety,No,No Change,Four,Dissatisfied,Five,Good,Oceania
11/02/2025 18:58,Yes,40 - 49,Male,Designer,IT,4-6 years,Remote,20-29,0-9,Five,High,Bipolar Disorder,Yes,Increase,One,Dissatisfied,One,Poor,Oceania
02/01/2025 08:10,Yes,50 - 59,Male,Financial Analyst,IT,1-3 years,Hybrid,50+,20-29,Four,High,Depression,No,No Change,Three,Satisfied,One,Good,Oceania
06/01/2025 06:26,Yes,40 - 49,Non-Binary,Medical Doctor,Health,Less than 1 year,Remote,40-49,20-29,Three,Low,None,No,Increase,Four,Neutral,One,Excellent,Africa
12/02/2025 20:22,Yes,30 - 39,Non-Binary,Writer,Health,1-3 years,Remote,40-49,20-29,Five,Low,Burnout,Yes,No Change,Three,Very Satisfied,Two,Good,North America
25/01/2025 15:11,Yes,50 - 59,Non-Binary,HR,Construction,4-6 years,Hybrid,50+,30+,One,Medium,Burnout,No,Increase,Five,Neutral,Two,Good,North America
31/01/2025 17:09,Yes,30 - 39,Non-Binary,HSE Officer ,Technology ,1-3 years,On-site,50+,Oct-19,One,Medium,Burnout,Yes,Decrease,Four,Very Satisfied,Five,Poor,Africa
05/01/2025 08:04,Yes,40 - 49,Non-Binary,Military Personnel ,Oil & Gas,1-3 years,Hybrid,50+,20-29,Two,Low,Depression,Yes,Increase,Four,Neutral,Three,Good,North America
01/01/2025 22:39,Yes,50 - 59,Female,Designer,Oil & Gas,4-6 years,Remote,40-49,20-29,Five,High,Anxiety,No,Decrease,Five,Very Satisfied,Three,Excellent,Europe
07/02/2025 14:16,Yes,50 - 59,Prefer not to say,Financial Analyst,Human Services,1-3 years,Remote,40-49,Oct-19,Four,High,Anxiety,Yes,Increase,One,Dissatisfied,Three,Excellent,Africa
13/02/2025 09:29,Yes,20 - 29,Male,Accountant ,Oil & Gas,7-10 years,On-site,20-29,20-29,Two,Medium,Depression,Yes,Increase,One,Very Satisfied,Three,Good,North America
06/01/2025 23:32,Yes,30 - 39,Non-Binary,Virtual Assistant ,Engineering,7-10 years,Remote,50+,Oct-19,Four,Medium,Anxiety,No,No Change,Three,Very Satisfied,Two,Average,Oceania
13/01/2025 02:42,Yes,40 - 49,Prefer not to say,Accountant ,Manufacturing,7-10 years,Hybrid,20-29,Oct-19,Three,Medium,Burnout,Yes,Decrease,Four,Very Satisfied,Five,Good,South America
02/01/2025 05:47,Yes,30 - 39,Male,Virtual Assistant ,Consulting,1-3 years,On-site,50+,30+,One,High,None,No,Decrease,Five,Satisfied,Three,Average,Oceania
08/02/2025 22:10,Yes,50 - 59,Male,Financial Analyst,Human Services,1-3 years,Remote,40-49,Oct-19,One,Low,Anxiety,No,Increase,Four,Dissatisfied,Four,Good,Oceania
02/02/2025 00:01,Yes,40 - 49,Male,Marketer,IT,Less than 1 year,Remote,30-39,20-29,Five,Medium,Bipolar Disorder,Yes,No Change,Two,Satisfied,Four,Excellent,Asia
04/01/2025 06:29,Yes,20 - 29,Non-Binary,Writer,Oil & Gas,4-6 years,On-site,30-39,Oct-19,One,High,Anxiety,No,Increase,Two,Dissatisfied,Three,Good,Asia
10/02/2025 10:50,Yes,60+,Prefer not to say,HSE Officer ,Oil & Gas,More than 10 years,On-site,50+,20-29,Five,Low,Depression,No,Increase,One,Satisfied,Three,Good,Africa
02/02/2025 01:47,Yes,20 - 29,Female,Software Engineer,Education,Less than 1 year,On-site,30-39,Oct-19,Five,Low,None,Yes,Decrease,One,Dissatisfied,Four,Poor,Oceania
31/01/2025 22:44,Yes,60+,Non-Binary,Virtual Assistant ,Engineering,1-3 years,Remote,20-29,20-29,One,High,Burnout,Yes,Increase,Four,Dissatisfied,Five,Poor,North America
03/01/2025 02:41,Yes,30 - 39,Non-Binary,Lifeskill Coach,Writing ,1-3 years,Hybrid,50+,0-9,Three,High,None,Yes,No Change,Three,Satisfied,Five,Excellent,South America
26/01/2025 09:40,Yes,40 - 49,Non-Binary,IT Support,Oil & Gas,4-6 years,Remote,30-39,30+,One,Medium,Bipolar Disorder,Yes,Increase,Three,Dissatisfied,Two,Good,South America
11/01/2025 01:54,Yes,30 - 39,Male,Hospitality ,Software ,More than 10 years,Hybrid,30-39,0-9,Two,High,Depression,No,Decrease,One,Neutral,Four,Good,South America
07/02/2025 13:08,Yes,50 - 59,Non-Binary,Technical Writing ,IT,4-6 years,On-site,20-29,0-9,Two,High,Burnout,Yes,Increase,Three,Very Satisfied,Four,Excellent,Oceania
13/02/2025 20:28,Yes,60+,Non-Binary,Administrator,Consulting,7-10 years,Remote,40-49,Oct-19,One,Low,Anxiety,Yes,Decrease,Five,Dissatisfied,Three,Poor,Europe
04/01/2025 04:24,Yes,60+,Prefer not to say,Banking ,Health,Less than 1 year,Hybrid,20-29,0-9,One,High,Anxiety,Yes,Decrease,One,Satisfied,Five,Good,South America
02/02/2025 23:39,Yes,50 - 59,Female,Business Analyst,Technology ,Less than 1 year,Hybrid,30-39,20-29,Four,Medium,Bipolar Disorder,No,Decrease,One,Neutral,One,Poor,Oceania
17/01/2025 12:14,Yes,40 - 49,Male,Production Engineer ,Engineering,Less than 1 year,On-site,40-49,30+,Four,Low,None,Yes,Decrease,Two,Satisfied,Four,Good,Europe
14/01/2025 16:01,Yes,30 - 39,Non-Binary,Financial Analyst,Software ,Less than 1 year,Remote,40-49,Oct-19,Two,Low,Bipolar Disorder,No,Increase,Three,Satisfied,Five,Good,Oceania
02/01/2025 20:12,Yes,30 - 39,Male,Marketer,Oil & Gas,Less than 1 year,Hybrid,40-49,Oct-19,Three,Medium,Anxiety,Yes,Increase,Three,Dissatisfied,Four,Excellent,Africa
26/01/2025 08:56,Yes,40 - 49,Non-Binary,Lecturing,Education,More than 10 years,Hybrid,50+,30+,Five,High,None,Yes,Decrease,One,Neutral,Four,Average,Asia
15/01/2025 00:32,Yes,40 - 49,Prefer not to say,Virtual Assistant ,Software ,7-10 years,Hybrid,50+,20-29,One,Low,Bipolar Disorder,No,Decrease,Four,Very Satisfied,One,Good,South America
16/01/2025 20:15,Yes,30 - 39,Non-Binary,Teacher ,Engineering,Less than 1 year,Remote,40-49,20-29,Five,Low,Burnout,Yes,Increase,Four,Very Satisfied,Three,Poor,Oceania
10/02/2025 19:10,Yes,50 - 59,Prefer not to say,Administrator,Media,1-3 years,Remote,50+,20-29,Two,Low,Anxiety,Yes,Increase,Three,Neutral,Two,Average,Europe
03/01/2025 00:09,Yes,50 - 59,Prefer not to say,Teacher ,Technology ,7-10 years,On-site,20-29,0-9,Two,Medium,Depression,No,No Change,Five,Neutral,Three,Excellent,Asia
26/01/2025 01:11,Yes,30 - 39,Non-Binary,Financial Analyst,IT,1-3 years,Hybrid,50+,30+,Five,Medium,None,Yes,No Change,Four,Satisfied,Two,Average,Asia
11/02/2025 15:10,Yes,30 - 39,Prefer not to say,Materials Coordinator ,Oil & Gas,1-3 years,On-site,50+,30+,One,Low,Bipolar Disorder,No,Increase,Four,Very Satisfied,Two,Excellent,Oceania
03/02/2025 04:22,Yes,20 - 29,Non-Binary,Virtual Assistant ,Media,Less than 1 year,Hybrid,40-49,0-9,Four,Medium,Burnout,Yes,Increase,Five,Neutral,One,Average,South America
28/01/2025 17:46,Yes,20 - 29,Non-Binary,Secretary ,Legal ,More than 10 years,On-site,40-49,0-9,One,High,Bipolar Disorder,No,Decrease,One,Very Satisfied,One,Average,Asia
11/01/2025 15:50,Yes,60+,Non-Binary,Law Practice ,Retail,7-10 years,Hybrid,30-39,20-29,Three,Low,Bipolar Disorder,Yes,Increase,Three,Satisfied,One,Poor,Europe
07/02/2025 05:52,Yes,30 - 39,Prefer not to say,Military Personnel ,Education,Less than 1 year,On-site,40-49,30+,Four,Low,Bipolar Disorder,Yes,Decrease,Three,Dissatisfied,Five,Good,Europe
01/01/2025 18:45,Yes,50 - 59,Prefer not to say,Financial Analyst,Education,7-10 years,On-site,50+,20-29,One,Medium,Burnout,Yes,Increase,Five,Dissatisfied,Three,Poor,South America
13/02/2025 15:47,Yes,60+,Male,Financial Analyst,Government ,More than 10 years,Remote,30-39,30+,Four,High,Anxiety,No,No Change,Three,Very Satisfied,Four,Good,Europe
16/01/2025 16:36,Yes,50 - 59,Prefer not to say,Software Engineer,Human Services,Less than 1 year,Hybrid,30-39,30+,Two,High,Bipolar Disorder,Yes,Decrease,One,Satisfied,Four,Good,Europe
28/01/2025 12:42,Yes,50 - 59,Prefer not to say,Midwife,Health,Less than 1 year,Hybrid,20-29,Oct-19,Five,Medium,Bipolar Disorder,Yes,Increase,One,Very Satisfied,Three,Poor,Europe
16/01/2025 14:37,Yes,40 - 49,Prefer not to say,Process Engineer ,Engineering,More than 10 years,Remote,50+,Oct-19,Two,Low,Bipolar Disorder,No,Decrease,Four,Neutral,One,Poor,North America
10/01/2025 00:52,Yes,40 - 49,Male,Designer,Health,7-10 years,Hybrid,30-39,0-9,One,Low,Depression,Yes,No Change,One,Very Satisfied,Two,Average,Oceania
25/01/2025 05:47,Yes,50 - 59,Prefer not to say,Hospitality ,NGO,4-6 years,Remote,30-39,20-29,Three,Medium,None,No,No Change,Three,Satisfied,Three,Poor,Asia
09/02/2025 06:12,Yes,30 - 39,Non-Binary,HSE Officer ,Security ,7-10 years,Hybrid,20-29,30+,Two,Low,None,Yes,Increase,Two,Satisfied,Three,Poor,Asia
11/01/2025 12:57,Yes,60+,Female,Teacher ,Gaming,1-3 years,Hybrid,50+,0-9,Two,High,None,Yes,Increase,One,Satisfied,Two,Poor,Europe
11/02/2025 20:34,Yes,60+,Prefer not to say,HSE Officer ,Gaming,4-6 years,Remote,40-49,Oct-19,Three,Low,None,No,Decrease,Two,Satisfied,Four,Average,Africa
13/01/2025 05:10,Yes,40 - 49,Female,Compliance Analyst,Oil & Gas,4-6 years,Hybrid,40-49,30+,Three,High,Anxiety,Yes,Decrease,Five,Neutral,Two,Average,Europe
05/02/2025 04:30,Yes,30 - 39,Non-Binary,Psychiatrist ,Health,Less than 1 year,Remote,30-39,30+,Two,High,Burnout,No,Increase,Four,Very Satisfied,Five,Excellent,Oceania
20/01/2025 05:27,Yes,30 - 39,Prefer not to say,Social Media Strategists ,Legal ,Less than 1 year,Hybrid,40-49,Oct-19,Five,Medium,Burnout,No,No Change,Five,Dissatisfied,Five,Excellent,Africa
09/01/2025 16:15,Yes,50 - 59,Female,Production Engineer ,IT,More than 10 years,Remote,20-29,30+,Five,Medium,Burnout,Yes,No Change,Four,Neutral,One,Good,Africa
09/01/2025 00:09,Yes,50 - 59,Female,Product Owner ,Security ,7-10 years,Hybrid,50+,Oct-19,Four,Low,Anxiety,No,No Change,Two,Satisfied,Four,Poor,Africa
29/01/2025 14:19,Yes,60+,Female,Financial Analyst,Oil & Gas,Less than 1 year,Remote,50+,0-9,Five,High,Burnout,No,Decrease,Four,Satisfied,Two,Good,Oceania
07/01/2025 19:51,Yes,50 - 59,Male,Accountant ,Self employed ,7-10 years,Hybrid,50+,0-9,One,Low,Bipolar Disorder,Yes,Decrease,Two,Satisfied,Five,Average,North America
11/02/2025 13:51,Yes,20 - 29,Female,Marketer,Oil & Gas,4-6 years,Remote,30-39,0-9,Five,Low,Bipolar Disorder,No,No Change,Four,Very Satisfied,Four,Excellent,North America
17/01/2025 17:49,Yes,20 - 29,Non-Binary,Virtual Assistant ,Oil & Gas,7-10 years,On-site,20-29,0-9,Three,Low,Depression,No,No Change,Five,Very Satisfied,Five,Excellent,South America
16/01/2025 06:06,Yes,40 - 49,Male,Materials Coordinator ,Health,7-10 years,Hybrid,50+,30+,Four,Medium,Burnout,Yes,Increase,Three,Dissatisfied,Four,Poor,Oceania
14/01/2025 01:29,Yes,30 - 39,Female,Banking ,Finance,More than 10 years,Remote,50+,0-9,Two,Medium,Bipolar Disorder,Yes,No Change,Four,Satisfied,Two,Poor,Asia
29/01/2025 21:26,Yes,20 - 29,Non-Binary,Product Manager,Health,1-3 years,Hybrid,20-29,0-9,Two,Low,None,No,No Change,Three,Neutral,Two,Poor,Europe
08/02/2025 06:48,Yes,50 - 59,Female,Financial Analyst,Oil & Gas,Less than 1 year,Remote,30-39,0-9,Three,Low,Burnout,No,Increase,One,Dissatisfied,One,Average,Africa
16/01/2025 15:14,Yes,40 - 49,Non-Binary,Writer,Security ,7-10 years,Remote,30-39,20-29,One,Medium,Burnout,Yes,Decrease,One,Satisfied,Four,Excellent,North America
02/02/2025 06:43,Yes,50 - 59,Non-Binary,Marketer,Oil & Gas,Less than 1 year,Hybrid,20-29,Oct-19,Four,Medium,Bipolar Disorder,No,Decrease,Five,Neutral,Five,Excellent,Africa
14/01/2025 08:50,Yes,50 - 59,Male,Lecturing,Finance,More than 10 years,Remote,40-49,Oct-19,Four,High,Depression,Yes,No Change,Two,Very Satisfied,Two,Good,Asia
08/01/2025 16:22,Yes,20 - 29,Prefer not to say,Marine Planner ,Education,1-3 years,Remote,20-29,0-9,Four,Low,Depression,Yes,No Change,Three,Neutral,Four,Excellent,Asia
15/01/2025 16:37,Yes,30 - 39,Female,Lecturing,Oil & Gas,7-10 years,Hybrid,40-49,0-9,Two,Medium,Depression,Yes,Increase,Three,Very Satisfied,Five,Poor,Europe
04/02/2025 06:47,Yes,50 - 59,Male,Technical Writing ,Gaming,7-10 years,Hybrid,50+,30+,One,Low,Burnout,No,Increase,Two,Very Satisfied,One,Excellent,Asia
07/01/2025 21:10,Yes,50 - 59,Non-Binary,Marketer,Technology ,7-10 years,Remote,20-29,20-29,Five,Medium,Burnout,Yes,No Change,Five,Dissatisfied,One,Average,Africa
14/02/2025 00:48,Yes,30 - 39,Prefer not to say,Marine Planner ,Gaming,Less than 1 year,Hybrid,50+,Oct-19,Five,Medium,Burnout,Yes,Increase,Five,Dissatisfied,One,Average,Oceania
04/01/2025 09:49,Yes,60+,Female,Financial Analyst,Construction,More than 10 years,Hybrid,30-39,Oct-19,One,Medium,Depression,No,No Change,Five,Satisfied,One,Average,North America
04/01/2025 17:59,Yes,20 - 29,Female,Executive Assistant ,Construction,Less than 1 year,On-site,40-49,20-29,One,High,Bipolar Disorder,Yes,Increase,Two,Dissatisfied,Four,Good,Africa
21/01/2025 06:26,Yes,50 - 59,Non-Binary,Project Manager,Gaming,1-3 years,Hybrid,30-39,0-9,Four,Low,None,Yes,Decrease,Three,Neutral,Three,Good,South America
03/01/2025 11:53,Yes,20 - 29,Prefer not to say,Customer Service ,Software ,4-6 years,Hybrid,20-29,0-9,Five,Low,None,No,Decrease,Three,Very Satisfied,Two,Average,North America
10/01/2025 09:16,Yes,20 - 29,Male,Accountant,Service ,Less than 1 year,Remote,50+,0-9,Three,Medium,Burnout,No,Increase,Four,Satisfied,Five,Average,South America
24/01/2025 02:14,Yes,30 - 39,Male,IT Support,Technology ,1-3 years,Remote,30-39,20-29,One,Medium,Anxiety,Yes,Decrease,One,Very Satisfied,Two,Good,Europe
07/01/2025 05:38,Yes,50 - 59,Male,Financial Analyst,Oil & Gas,4-6 years,Remote,40-49,0-9,Two,Low,Bipolar Disorder,No,No Change,Two,Neutral,Five,Good,South America
08/01/2025 19:47,Yes,50 - 59,Male,Marketer,Retail,Less than 1 year,On-site,30-39,20-29,Five,Medium,Anxiety,No,Increase,Four,Neutral,Three,Good,Europe
02/01/2025 21:07,Yes,20 - 29,Prefer not to say,Administrator,NGO,Less than 1 year,On-site,50+,0-9,Three,High,Bipolar Disorder,Yes,No Change,Four,Neutral,Three,Excellent,South America
28/01/2025 03:43,Yes,30 - 39,Female,Social Media Strategists ,Gaming,Less than 1 year,Hybrid,50+,20-29,Two,Medium,Bipolar Disorder,Yes,Decrease,Two,Satisfied,Two,Good,South America
